timestamp,return_temp_C,supply_temp_C,outdoor_temp_C,suction_pressure_psi,discharge_pressure_psi,compressor_current_A,fan_speed_RPM,vibration_mm_s,unit_age,refrigerant_pressure_psi,filter_health,airflow_rate,damper_position_%,fault
1357,22.7,14.5,33.9,63.0,213.0,9.1,1454.0,0.18,2.1,168.0,1.0,5.0,24.0,Normal
1358,23.0,14.7,34.4,63.0,217.0,10.3,1452.0,0.14,11.0,171.0,1.0,5.0,24.3,Normal
1359,22.3,14.2,33.5,64.0,215.0,9.3,1448.0,0.13,12.4,170.0,1.0,5.0,23.6,Normal
1360,22.1,14.6,34.4,65.0,211.0,10.4,1429.0,0.15,0.5,167.0,1.0,5.0,25.4,Normal
1361,22.0,14.9,34.3,63.0,214.0,10.2,1424.0,0.14,2.4,169.0,1.0,5.0,19.9,Normal
1362,22.1,14.4,34.6,64.0,217.0,10.6,1472.0,0.09,7.8,171.0,1.0,5.0,27.2,Normal
1363,22.3,14.3,34.4,64.0,212.0,10.0,1463.0,0.14,0.9,168.0,1.0,5.0,27.2,Normal
1364,23.2,14.6,33.9,63.0,217.0,11.1,1439.0,0.11,5.5,171.0,1.0,5.0,28.6,Normal
1365,22.5,14.6,35.0,63.0,214.0,9.7,1450.0,0.14,12.6,169.0,1.0,5.0,24.9,Normal
1366,22.7,14.8,34.3,65.0,216.0,9.4,1488.0,0.16,1.5,171.0,1.0,5.0,25.4,Normal
1367,22.7,14.5,34.4,64.0,214.0,10.6,1450.0,0.15,2.1,169.0,1.0,5.0,27.9,Normal
1368,23.0,15.1,34.0,65.0,213.0,12.3,1451.0,0.15,1.8,168.0,1.0,5.0,22.2,Normal
1369,22.7,14.3,34.2,64.0,217.0,8.9,1497.0,0.15,8.2,171.0,1.0,5.0,26.1,Normal
1370,24.0,15.0,34.0,63.0,215.0,9.3,1484.0,0.15,4.6,169.0,1.0,5.0,22.4,Normal
1371,23.6,14.5,34.4,64.0,213.0,10.7,1432.0,0.21,12.2,168.0,1.0,5.0,26.4,Normal
1372,22.3,14.3,35.4,63.0,214.0,11.6,1483.0,0.14,8.7,169.0,1.0,5.0,26.7,Normal
1373,22.9,14.7,33.9,63.0,212.0,10.8,1446.0,0.15,10.1,167.0,1.0,5.0,21.6,Normal
1374,23.4,14.6,33.8,63.0,213.0,9.9,1420.0,0.13,4.6,168.0,1.0,5.0,25.9,Normal
1375,22.4,14.5,35.3,63.0,215.0,10.9,1490.0,0.11,7.4,170.0,1.0,5.0,24.1,Normal
1376,22.6,14.3,34.5,64.0,212.0,11.0,1430.0,0.16,5.6,168.0,1.0,5.0,24.4,Normal
1377,22.2,14.8,34.3,63.0,211.0,9.8,1436.0,0.17,7.5,167.0,1.0,5.0,27.0,Normal
1378,23.0,15.2,35.2,63.0,211.0,11.3,1439.0,0.2,10.3,166.0,1.0,5.0,28.5,Normal
1379,23.6,15.0,34.4,65.0,213.0,10.5,1512.0,0.15,6.8,168.0,1.0,5.0,26.0,Normal
1380,22.6,15.0,35.6,63.0,211.0,8.8,1422.0,0.14,1.0,167.0,1.0,5.0,25.7,Normal
1381,23.0,15.0,35.0,63.0,210.0,10.4,1433.0,0.17,5.6,166.0,1.0,5.0,27.3,Normal
1382,22.1,14.9,34.5,62.0,210.0,10.0,1440.0,0.18,13.3,166.0,1.0,5.0,23.7,Normal
1383,23.6,14.6,35.8,62.0,215.0,11.9,1466.0,0.13,12.3,169.0,1.0,5.0,28.7,Normal
1384,23.1,14.5,34.5,63.0,212.0,9.3,1448.0,0.16,12.5,167.0,1.0,5.0,23.0,Normal
1385,23.0,14.9,35.2,62.0,212.0,10.1,1430.0,0.19,2.7,167.0,1.0,5.0,24.7,Normal
1386,23.2,14.9,35.0,64.0,210.0,10.9,1469.0,0.15,1.2,166.0,1.0,5.0,22.4,Normal
1387,23.5,15.3,35.5,63.0,211.0,13.0,1491.0,0.13,12.2,167.0,1.0,5.0,25.4,Normal
1388,24.0,15.3,35.6,65.0,211.0,12.6,1402.0,0.17,10.0,167.0,1.0,5.0,30.4,Normal
1389,22.9,15.2,34.9,63.0,211.0,10.6,1430.0,0.12,7.6,167.0,1.0,5.0,29.6,Normal
1390,23.3,14.9,34.5,62.0,209.0,11.0,1466.0,0.17,10.3,165.0,1.0,5.0,29.8,Normal
1391,23.2,14.7,35.1,61.0,214.0,11.3,1413.0,0.19,14.0,168.0,1.0,5.0,23.5,Normal
1392,23.8,15.2,34.6,64.0,212.0,9.7,1445.0,0.14,1.9,167.0,1.0,5.0,33.1,Normal
1393,22.2,15.3,36.0,62.0,212.0,10.7,1488.0,0.18,2.5,167.0,1.0,5.0,29.4,Normal
1394,22.1,14.4,35.1,63.0,214.0,12.1,1469.0,0.16,8.8,168.0,1.0,5.0,28.3,Normal
1395,22.3,14.9,34.8,65.0,213.0,10.9,1466.0,0.18,10.6,169.0,1.0,5.0,25.7,Normal
1396,23.0,14.9,35.1,64.0,210.0,12.7,1472.0,0.14,9.7,166.0,1.0,5.0,20.6,Normal
1397,22.1,15.1,34.4,63.0,213.0,10.3,1460.0,0.16,3.8,168.0,1.0,5.0,22.7,Normal
1398,21.9,14.9,34.6,64.0,213.0,10.7,1440.0,0.16,9.3,168.0,1.0,5.0,23.5,Normal
1399,24.3,15.2,35.7,64.0,212.0,10.7,1479.0,0.14,8.4,168.0,1.0,5.0,25.5,Normal
1400,23.4,15.1,34.8,65.0,213.0,9.5,1436.0,0.15,0.4,169.0,1.0,5.0,23.8,Normal
1401,23.2,15.1,34.6,62.0,213.0,11.9,1445.0,0.16,9.3,168.0,1.0,5.0,24.8,Normal
1402,23.2,15.1,35.4,63.0,213.0,10.5,1400.0,0.13,6.8,168.0,1.0,5.0,27.0,Normal
1403,23.2,15.1,35.8,62.0,214.0,11.1,1436.0,0.13,12.8,168.0,1.0,5.0,26.1,Normal
1404,23.5,15.0,35.6,63.0,211.0,10.2,1452.0,0.13,9.8,167.0,1.0,5.0,25.1,Normal
1405,23.2,15.5,35.7,63.0,211.0,12.6,1451.0,0.14,8.2,167.0,1.0,5.0,24.9,Normal
1406,23.5,15.5,34.9,61.0,213.0,12.1,1478.0,0.16,13.4,167.0,1.0,5.0,29.4,Normal
1407,23.2,15.0,34.6,62.0,211.0,10.9,1437.0,0.14,10.0,166.0,1.0,5.0,23.7,Normal
1408,23.4,15.9,36.0,64.0,212.0,9.6,1438.0,0.18,3.8,168.0,1.0,5.0,28.3,Normal
1409,23.9,15.3,35.1,63.0,210.0,11.6,1434.0,0.13,7.0,166.0,1.0,5.0,25.5,Normal
1410,23.6,15.8,35.2,63.0,206.0,12.0,1457.0,0.16,10.1,163.0,1.0,5.0,19.7,Normal
1411,23.8,15.3,36.0,63.0,212.0,10.0,1497.0,0.15,12.3,167.0,1.0,5.0,33.0,Normal
1412,22.9,14.9,35.6,61.0,207.0,10.8,1381.0,0.15,4.3,163.0,1.0,5.0,29.4,Normal
1413,24.4,15.6,35.6,62.0,209.0,11.0,1436.0,0.17,10.9,165.0,1.0,5.0,32.6,Normal
1414,23.1,15.7,36.5,64.0,212.0,12.0,1440.0,0.1,10.2,168.0,1.0,5.0,29.0,Normal
1415,22.9,15.5,35.1,61.0,212.0,10.8,1386.0,0.11,2.2,167.0,1.0,5.0,25.4,Normal
1416,22.9,15.4,35.9,63.0,213.0,11.9,1447.0,0.15,2.3,168.0,1.0,5.0,27.6,Normal
1417,23.6,15.5,35.5,61.0,206.0,10.2,1440.0,0.15,7.5,163.0,1.0,5.0,24.2,Normal
1418,24.2,15.4,35.6,63.0,211.0,9.9,1437.0,0.13,6.2,166.0,1.0,5.0,23.3,Normal
1419,24.4,15.6,36.3,63.0,210.0,12.8,1417.0,0.2,2.0,166.0,1.0,5.0,32.6,Normal
1420,22.7,15.9,35.8,62.0,212.0,9.7,1448.0,0.13,1.3,167.0,1.0,5.0,24.8,Normal
1421,23.8,15.7,35.8,65.0,213.0,10.3,1416.0,0.15,13.5,169.0,1.0,5.0,26.3,Normal
1422,22.3,15.9,36.1,62.0,207.0,11.8,1425.0,0.18,2.9,164.0,1.0,5.0,27.3,Normal
1423,24.0,15.6,35.4,62.0,210.0,10.5,1445.0,0.14,5.5,165.0,1.0,5.0,24.9,Normal
1424,24.1,15.5,35.2,63.0,212.0,10.5,1481.0,0.14,7.0,167.0,1.0,5.0,28.3,Normal
1425,23.3,15.3,35.1,62.0,209.0,10.9,1463.0,0.17,1.2,165.0,1.0,5.0,25.0,Normal
1426,23.5,15.5,34.7,61.0,213.0,8.9,1469.0,0.14,2.1,167.0,1.0,5.0,35.5,Normal
1427,22.9,14.8,36.7,61.0,209.0,12.2,1510.0,0.17,7.9,165.0,1.0,5.0,20.9,Normal
1428,23.1,15.5,35.2,63.0,209.0,11.3,1464.0,0.17,10.5,165.0,1.0,5.0,23.3,Normal
1429,23.9,15.7,35.6,62.0,207.0,10.3,1420.0,0.17,12.7,164.0,1.0,5.0,29.0,Normal
1430,23.8,15.9,35.6,64.0,210.0,9.4,1434.0,0.18,12.9,166.0,1.0,5.0,21.0,Normal
1431,24.2,15.7,35.9,62.0,203.0,9.8,1426.0,0.15,8.2,161.0,1.0,5.0,26.6,Normal
1432,23.9,16.0,36.2,63.0,209.0,9.6,1447.0,0.15,4.3,165.0,1.0,5.0,25.2,Normal
1433,22.8,15.2,36.3,63.0,212.0,11.4,1439.0,0.16,8.7,167.0,1.0,5.0,25.8,Normal
1434,23.0,15.8,35.6,62.0,206.0,11.4,1423.0,0.11,9.3,163.0,1.0,5.0,29.2,Normal
1435,22.4,15.4,35.8,61.0,206.0,11.8,1479.0,0.17,4.3,162.0,1.0,5.0,26.1,Normal
1436,24.2,15.6,36.0,60.0,211.0,11.9,1482.0,0.16,10.0,166.0,1.0,5.0,23.9,Normal
1437,23.6,15.9,35.8,63.0,212.0,11.8,1457.0,0.17,2.6,167.0,1.0,5.0,28.9,Normal
1438,24.6,16.4,36.7,63.0,206.0,12.8,1422.0,0.15,4.4,163.0,1.0,5.0,27.3,Normal
1439,25.0,16.1,36.2,60.0,212.0,12.4,1456.0,0.19,14.0,167.0,1.0,5.0,22.2,Normal
1440,23.7,16.0,36.3,61.0,210.0,12.2,1434.0,0.16,7.7,165.0,1.0,5.0,24.2,Normal
1441,23.7,16.0,36.3,61.0,211.0,11.5,1491.0,0.18,2.3,166.0,1.0,5.0,26.0,Normal
1442,23.8,15.9,36.6,62.0,207.0,12.0,1417.0,0.16,10.0,164.0,1.0,5.0,28.8,Normal
1443,23.9,15.9,36.1,61.0,212.0,10.9,1472.0,0.18,3.4,167.0,1.0,5.0,25.7,Normal
1444,25.1,16.1,35.4,63.0,208.0,11.1,1472.0,0.14,0.5,165.0,1.0,5.0,28.5,Normal
1445,24.5,15.7,36.3,61.0,208.0,13.0,1480.0,0.12,13.1,164.0,1.0,5.0,26.6,Normal
1446,24.6,16.2,35.8,60.0,209.0,10.8,1459.0,0.16,6.5,165.0,1.0,5.0,23.8,Normal
1447,24.7,16.0,35.9,61.0,208.0,10.7,1443.0,0.17,11.7,164.0,1.0,5.0,26.2,Normal
1448,24.3,16.4,36.4,61.0,205.0,11.0,1525.0,0.17,12.8,162.0,1.0,5.0,28.5,Normal
1449,24.7,16.5,36.8,62.0,209.0,10.8,1427.0,0.16,8.6,165.0,1.0,5.0,26.1,Normal
1450,23.5,15.7,36.2,61.0,208.0,10.9,1475.0,0.16,1.5,164.0,1.0,5.0,22.8,Normal
1451,23.4,16.0,36.4,62.0,207.0,11.6,1454.0,0.18,4.8,163.0,1.0,5.0,26.8,Normal
1452,24.6,16.0,37.1,61.0,211.0,11.7,1464.0,0.21,3.8,166.0,1.0,5.0,24.2,Normal
1453,24.0,15.7,36.4,61.0,213.0,12.3,1464.0,0.22,9.1,167.0,1.0,5.0,30.8,Normal
1454,24.1,16.1,37.6,61.0,206.0,13.6,1422.0,0.19,6.2,162.0,1.0,5.0,30.7,Normal
1455,24.1,16.1,36.6,61.0,206.0,13.6,1422.0,0.19,6.2,162.0,1.0,5.0,29.583492906731482,Control_Sensor_Fault
1456,24.1,23.6,35.4,61.0,206.0,13.6,1422.0,0.19,9.8,162.0,1.0,5.0,29.844763080818453,Control_Sensor_Fault
1457,24.1,31.1,36.7,61.0,206.0,13.6,1422.0,0.19,0.5,162.0,1.0,5.0,29.773665922406508,Control_Sensor_Fault
1458,24.1,23.6,36.6,61.0,206.0,13.6,1422.0,0.19,2.0,162.0,1.0,5.0,29.603847135496522,Control_Sensor_Fault
1459,24.1,16.1,37.0,61.0,206.0,13.6,1422.0,0.19,13.3,162.0,1.0,5.0,30.690846686076444,Control_Sensor_Fault
1460,24.2,16.3,36.8,62.0,210.0,12.0,1412.0,0.18,12.5,166.0,1.0,5.0,27.2,Normal
1461,24.5,16.6,36.4,63.0,208.0,12.0,1483.0,0.18,14.1,164.0,1.0,5.0,23.4,Normal
1462,24.1,16.5,35.8,62.0,207.0,12.1,1409.0,0.18,3.1,163.0,1.0,5.0,27.1,Normal
1463,23.8,16.2,36.4,61.0,210.0,12.8,1470.0,0.17,5.1,165.0,1.0,5.0,20.6,Normal
1464,23.1,16.0,36.1,63.0,209.0,13.2,1433.0,0.14,1.7,165.0,1.0,5.0,26.9,Normal
1465,25.4,17.4,36.2,62.0,206.0,11.3,1493.0,0.14,9.6,162.0,1.0,5.0,32.0,Normal
1466,24.8,16.5,36.8,61.0,206.0,10.8,1441.0,0.2,11.7,162.0,1.0,5.0,25.1,Normal
1467,23.7,16.5,37.4,61.0,206.0,12.2,1404.0,0.16,9.3,163.0,1.0,5.0,22.5,Normal
1468,24.6,16.6,36.8,61.0,209.0,12.5,1456.0,0.15,8.9,165.0,1.0,5.0,28.6,Normal
1469,24.6,16.4,36.0,61.0,210.0,11.7,1432.0,0.15,12.0,165.0,1.0,5.0,25.1,Normal
1470,24.1,16.6,36.9,60.0,211.0,11.4,1481.0,0.17,1.3,166.0,1.0,5.0,29.4,Normal
1471,25.7,17.0,37.3,63.0,206.0,11.1,1467.0,0.21,11.1,163.0,1.0,5.0,30.4,Normal
1472,24.3,16.5,36.4,61.0,207.0,11.6,1439.0,0.18,13.4,163.0,1.0,5.0,29.4,Normal
1473,24.2,16.3,36.6,61.0,206.0,12.3,1428.0,0.15,9.7,163.0,1.0,5.0,26.4,Normal
1474,24.5,16.6,36.7,63.0,206.0,11.0,1425.0,0.21,10.3,163.0,1.0,5.0,32.0,Normal
1475,23.6,16.5,36.3,60.0,209.0,10.9,1441.0,0.19,9.6,164.0,1.0,5.0,28.5,Normal
1476,25.6,17.1,37.1,61.0,207.0,12.3,1499.0,0.18,12.4,163.0,1.0,5.0,24.8,Normal
1477,24.6,17.0,36.7,60.0,209.0,10.9,1454.0,0.19,6.0,164.0,1.0,5.0,24.6,Normal
1478,24.6,16.8,37.0,61.0,205.0,11.9,1487.0,0.19,12.9,162.0,1.0,5.0,30.7,Normal
1479,24.6,16.3,36.4,61.0,208.0,11.8,1415.0,0.17,4.1,164.0,1.0,5.0,28.4,Normal
1480,25.1,16.4,36.6,61.0,206.0,11.7,1402.0,0.18,1.7,162.0,1.0,5.0,24.4,Normal
1481,24.3,16.8,37.2,62.0,203.0,11.1,1431.0,0.16,0.9,160.0,1.0,5.0,25.8,Normal
1482,24.6,16.9,36.7,60.0,204.0,13.5,1479.0,0.18,1.5,161.0,1.0,5.0,26.3,Normal
1483,25.5,16.8,37.8,62.0,206.0,12.2,1451.0,0.21,6.8,163.0,1.0,5.0,30.0,Normal
1484,24.9,16.7,36.7,62.0,210.0,11.3,1487.0,0.21,8.9,166.0,1.0,5.0,26.0,Normal
1485,25.0,16.7,37.1,60.0,205.0,12.1,1498.0,0.19,9.5,162.0,1.0,5.0,30.8,Normal
1486,24.4,16.9,37.4,60.0,206.0,13.6,1432.0,0.19,8.5,162.0,1.0,5.0,28.2,Normal
1487,23.9,16.1,36.3,60.0,207.0,11.9,1486.0,0.17,3.1,163.0,1.0,5.0,30.3,Normal
1488,24.4,16.5,36.1,60.0,205.0,13.4,1503.0,0.2,13.0,161.0,1.0,5.0,22.7,Normal
1489,24.2,16.7,36.3,59.0,205.0,10.7,1492.0,0.16,3.2,161.0,1.0,5.0,30.7,Normal
1490,24.5,17.4,37.7,61.0,206.0,11.0,1414.0,0.21,12.4,163.0,1.0,5.0,30.7,Normal
1491,24.4,16.7,36.8,58.0,205.0,9.7,1406.0,0.2,10.7,161.0,1.0,5.0,26.8,Normal
1492,25.8,17.2,38.4,60.0,202.0,13.9,1449.0,0.19,5.3,159.0,1.0,5.0,26.4,Normal
1493,25.1,17.0,36.8,60.0,204.0,10.2,1450.0,0.2,6.3,161.0,1.0,5.0,30.6,Normal
1494,26.1,17.4,37.2,62.0,207.0,12.1,1488.0,0.19,12.2,163.0,1.0,5.0,25.7,Normal
1495,25.6,17.5,37.9,60.0,207.0,13.7,1434.0,0.2,14.8,163.0,1.0,5.0,27.5,Normal
1496,24.7,17.1,38.2,61.0,208.0,12.9,1476.0,0.2,3.6,164.0,1.0,5.0,29.2,Normal
1497,25.7,17.0,38.2,60.0,208.0,12.3,1431.0,0.22,10.3,164.0,1.0,5.0,24.5,Normal
1498,25.0,16.9,37.8,61.0,204.0,13.2,1474.0,0.21,1.1,161.0,1.0,5.0,26.9,Normal
1499,25.6,17.1,37.8,60.0,204.0,11.3,1450.0,0.22,1.2,161.0,1.0,5.0,24.7,Normal
1500,24.5,17.0,37.6,61.0,204.0,12.5,1475.0,0.21,6.8,161.0,1.0,5.0,22.5,Normal
1501,25.9,17.3,37.7,59.0,205.0,11.9,1454.0,0.2,0.3,161.0,1.0,5.0,33.7,Normal
1502,25.8,17.2,37.0,59.0,204.0,11.9,1399.0,0.21,13.7,160.0,1.0,5.0,24.9,Normal
1503,25.4,17.3,36.9,60.0,205.0,12.2,1480.0,0.21,5.8,161.0,1.0,5.0,28.6,Normal
1504,25.2,17.6,37.4,59.0,203.0,13.2,1501.0,0.19,5.7,160.0,1.0,5.0,33.3,Normal
1505,25.7,17.7,37.3,60.0,207.0,13.6,1441.0,0.17,4.9,163.0,1.0,5.0,25.1,Normal
1506,25.5,17.2,37.2,60.0,203.0,11.8,1490.0,0.19,4.5,160.0,1.0,5.0,23.2,Normal
1507,25.7,17.6,37.8,61.0,203.0,11.0,1448.0,0.19,1.4,160.0,1.0,5.0,32.7,Normal
1508,25.5,17.2,37.9,61.0,206.0,11.3,1426.0,0.22,9.1,162.0,1.0,5.0,24.8,Normal
1509,26.1,17.6,37.5,59.0,206.0,14.0,1449.0,0.2,3.8,162.0,1.0,5.0,26.0,Normal
1510,25.3,17.7,38.2,59.0,204.0,13.6,1462.0,0.19,5.2,161.0,1.0,5.0,26.0,Normal
1511,25.0,17.5,36.9,61.0,206.0,11.0,1428.0,0.2,5.0,163.0,1.0,5.0,27.1,Normal
1512,25.3,17.3,37.4,58.0,206.0,13.8,1508.0,0.2,5.1,162.0,1.0,5.0,21.7,Normal
1513,24.9,17.1,37.2,59.0,208.0,11.4,1422.0,0.19,13.2,164.0,1.0,5.0,28.8,Normal
1514,25.2,16.8,36.6,60.0,206.0,12.8,1452.0,0.24,7.1,162.0,1.0,5.0,28.0,Normal
1515,24.8,17.3,37.5,61.0,208.0,11.5,1441.0,0.21,7.6,164.0,1.0,5.0,29.8,Normal
1516,26.3,17.8,37.5,59.0,205.0,14.4,1510.0,0.19,11.8,161.0,1.0,5.0,29.8,Normal
1517,26.1,17.4,38.4,60.0,207.0,11.6,1424.0,0.18,4.6,163.0,1.0,5.0,29.4,Normal
1518,25.7,17.7,38.0,59.0,207.0,11.2,1494.0,0.21,11.4,163.0,1.0,5.0,26.7,Normal
1519,25.7,17.6,37.2,60.0,204.0,11.8,1476.0,0.22,2.7,161.0,1.0,5.0,27.1,Normal
1520,25.1,17.4,38.6,58.0,203.0,14.9,1433.0,0.2,10.6,159.0,1.0,5.0,26.1,Normal
1521,25.6,17.9,38.3,59.0,203.0,12.5,1460.0,0.22,2.2,160.0,1.0,5.0,28.4,Normal
1522,24.4,16.6,38.0,60.0,205.0,11.2,1465.0,0.19,10.3,161.0,1.0,5.0,25.2,Normal
1523,25.8,17.1,37.6,59.0,202.0,11.5,1489.0,0.21,7.0,159.0,1.0,5.0,27.8,Normal
1524,25.1,17.2,37.3,60.0,203.0,10.5,1452.0,0.24,1.0,160.0,1.0,5.0,25.7,Normal
1525,24.6,17.3,37.6,59.0,206.0,12.8,1491.0,0.21,9.0,162.0,1.0,5.0,24.7,Normal
1526,25.8,17.7,38.4,58.0,205.0,11.1,1474.0,0.2,10.4,161.0,1.0,5.0,31.1,Normal
1527,26.1,17.7,38.8,60.0,199.0,13.4,1486.0,0.24,3.0,158.0,1.0,5.0,30.7,Normal
1528,25.7,17.8,38.6,58.0,201.0,13.1,1446.0,0.22,14.0,158.0,1.0,5.0,28.3,Normal
1529,26.5,17.7,37.6,59.0,208.0,12.3,1466.0,0.21,3.4,163.0,1.0,5.0,22.2,Normal
1530,25.6,17.3,37.3,59.0,206.0,13.6,1477.0,0.2,4.7,162.0,1.0,5.0,24.5,Normal
1531,24.7,17.2,38.0,60.0,202.0,13.3,1476.0,0.2,11.0,160.0,1.0,5.0,27.3,Normal
1532,25.4,17.7,37.0,59.0,201.0,12.5,1473.0,0.23,3.0,158.0,1.0,5.0,28.2,Normal
1533,25.6,17.5,38.1,58.0,201.0,11.6,1537.0,0.23,13.8,158.0,1.0,5.0,29.2,Normal
1534,24.3,17.2,37.9,59.0,205.0,12.8,1492.0,0.22,9.6,161.0,1.0,5.0,28.1,Normal
1535,26.1,17.9,37.8,59.0,207.0,12.8,1497.0,0.22,11.2,163.0,1.0,5.0,27.5,Normal
1536,26.1,17.9,37.2,59.0,207.0,12.8,1497.0,0.22,1.8,163.0,1.0,5.0,27.5,Refrigerant_Leak
1537,26.211111111111112,18.455555555555556,38.3,57.68888888888889,202.4,13.084444444444445,1497.0,0.22,12.3,157.56666666666666,1.0,5.0,27.5,Refrigerant_Leak
1538,26.322222222222223,19.01111111111111,37.8,56.37777777777778,197.8,13.36888888888889,1497.0,0.22,8.5,152.13333333333333,1.0,5.0,27.5,Refrigerant_Leak
1539,26.433333333333334,19.566666666666666,37.5,55.06666666666667,193.20000000000002,13.653333333333334,1497.0,0.22,11.5,146.7,1.0,5.0,27.5,Refrigerant_Leak
1540,26.544444444444444,20.12222222222222,36.7,53.75555555555556,188.60000000000002,13.937777777777779,1497.0,0.22,1.1,141.26666666666665,1.0,5.0,27.5,Refrigerant_Leak
1541,26.65555555555556,20.677777777777777,38.1,52.44444444444444,184.0,14.222222222222221,1497.0,0.22,9.1,135.83333333333331,1.0,5.0,27.5,Refrigerant_Leak
1542,26.76666666666667,21.23333333333333,39.0,51.13333333333333,179.4,14.506666666666666,1497.0,0.22,10.3,130.4,1.0,5.0,27.5,Refrigerant_Leak
1543,26.87777777777778,21.788888888888888,39.0,49.82222222222222,174.8,14.79111111111111,1497.0,0.22,7.4,124.96666666666667,1.0,5.0,27.5,Refrigerant_Leak
1544,26.98888888888889,22.34444444444444,37.9,48.51111111111111,170.20000000000002,15.075555555555555,1497.0,0.22,12.5,119.53333333333333,1.0,5.0,27.5,Refrigerant_Leak
1545,27.1,22.9,37.9,47.2,165.60000000000002,15.36,1497.0,0.22,14.1,114.1,1.0,5.0,27.5,Refrigerant_Leak
1546,26.2,18.2,38.4,56.0,202.0,11.4,1464.0,0.24,3.3,158.0,1.0,5.0,28.3,Normal
1547,26.6,17.8,37.7,58.0,204.0,11.6,1491.0,0.21,0.9,160.0,1.0,5.0,21.8,Normal
1548,25.8,17.4,38.4,58.0,206.0,14.6,1533.0,0.23,11.6,162.0,1.0,5.0,27.7,Normal
1549,26.6,18.3,38.7,58.0,207.0,12.4,1498.0,0.22,7.2,162.0,1.0,5.0,29.7,Normal
1550,24.8,17.6,38.9,58.0,204.0,11.4,1469.0,0.22,0.9,160.0,1.0,5.0,29.6,Normal
1551,26.1,18.2,38.3,58.0,203.0,12.5,1472.0,0.2,1.3,159.0,1.0,5.0,22.4,Normal
1552,25.3,17.8,38.2,58.0,205.0,13.7,1477.0,0.25,3.4,161.0,1.0,5.0,22.1,Normal
1553,26.1,18.2,37.9,58.0,205.0,13.9,1441.0,0.25,0.1,161.0,1.0,5.0,26.9,Normal
1554,25.9,18.2,38.0,57.0,204.0,11.2,1468.0,0.25,7.1,160.0,1.0,5.0,25.6,Normal
1555,25.8,18.0,38.3,56.0,199.0,11.9,1467.0,0.22,5.6,156.0,1.0,5.0,24.1,Normal
1556,26.6,18.1,38.6,58.0,205.0,12.9,1566.0,0.24,0.7,161.0,1.0,5.0,21.7,Normal
1557,26.3,18.1,38.9,58.0,203.0,12.7,1511.0,0.27,3.6,160.0,1.0,5.0,25.7,Normal
1558,25.8,17.3,38.0,59.0,201.0,11.1,1451.0,0.24,11.1,158.0,1.0,5.0,27.4,Normal
1559,25.3,18.1,39.2,58.0,201.0,11.3,1437.0,0.21,12.1,158.0,1.0,5.0,27.7,Normal
1560,25.7,17.6,38.3,57.0,204.0,11.7,1445.0,0.22,0.1,160.0,1.0,5.0,24.3,Normal
1561,26.5,18.0,38.5,56.0,197.0,11.0,1527.0,0.22,1.6,155.0,1.0,5.0,25.1,Normal
1562,26.4,17.6,38.1,57.0,202.0,12.3,1444.0,0.26,15.0,159.0,1.0,5.0,26.8,Normal
1563,24.8,17.5,37.3,59.0,201.0,14.0,1534.0,0.24,9.7,158.0,1.0,5.0,24.5,Normal
1564,26.4,18.5,39.0,60.0,201.0,12.1,1493.0,0.2,10.3,158.0,1.0,5.0,29.3,Normal
1565,26.9,18.4,38.9,58.0,201.0,13.9,1479.0,0.26,5.7,158.0,1.0,5.0,30.1,Normal
1566,25.9,18.0,38.5,57.0,199.0,12.8,1452.0,0.25,7.6,156.0,1.0,5.0,29.3,Normal
1567,25.6,18.1,38.6,57.0,204.0,12.6,1525.0,0.24,7.6,160.0,1.0,5.0,24.8,Normal
1568,25.2,18.0,38.9,57.0,198.0,11.2,1504.0,0.27,5.2,156.0,1.0,5.0,29.2,Normal
1569,25.7,18.2,37.9,58.0,202.0,14.0,1515.0,0.23,10.3,159.0,1.0,5.0,28.5,Normal
1570,25.0,17.8,38.4,59.0,200.0,13.0,1480.0,0.27,8.6,158.0,1.0,5.0,32.3,Normal
1571,26.4,18.4,39.1,59.0,206.0,11.3,1508.0,0.19,14.2,162.0,1.0,5.0,34.4,Normal
1572,26.4,18.0,38.1,58.0,202.0,13.3,1533.0,0.22,0.1,159.0,1.0,5.0,31.4,Normal
1573,25.4,18.0,38.9,58.0,198.0,12.3,1507.0,0.26,13.3,156.0,1.0,5.0,26.8,Normal
1574,26.2,18.0,38.1,57.0,203.0,13.0,1458.0,0.27,14.2,159.0,1.0,5.0,25.4,Normal
1575,26.4,18.0,39.0,56.0,200.0,13.2,1505.0,0.22,2.2,157.0,1.0,5.0,27.9,Normal
1576,26.2,18.2,38.8,60.0,204.0,14.1,1513.0,0.23,3.3,160.0,1.0,5.0,26.5,Normal
1577,25.1,17.9,38.0,55.0,203.0,11.8,1541.0,0.24,0.8,159.0,1.0,5.0,33.8,Normal
1578,26.5,18.3,39.4,56.0,205.0,13.5,1509.0,0.22,3.5,160.0,1.0,5.0,31.6,Normal
1579,26.5,18.5,38.5,59.0,202.0,14.3,1524.0,0.24,9.6,159.0,1.0,5.0,29.8,Normal
1580,25.8,17.9,38.4,58.0,203.0,15.5,1510.0,0.27,3.3,160.0,1.0,5.0,30.4,Normal
1581,25.9,18.1,39.0,56.0,202.0,14.0,1452.0,0.22,12.8,158.0,1.0,5.0,32.4,Normal
1582,26.4,18.4,39.5,58.0,200.0,13.4,1517.0,0.24,13.7,158.0,1.0,5.0,30.6,Normal
